sample_idx,true_label,pred_T1,variance_T1,pred_T2,variance_T2,pred_T3,variance_T3,pred_T5,variance_T5,pred_T8,variance_T8,pred_T13,variance_T13,pred_T21,variance_T21
36,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
37,dense,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
38,dense,sparse,,sparse,0.0202,sparse,0.266194,sparse,0.00568,sparse,0.064083,sparse,0.095397,sparse,0.152197
39,dense,dense,,dense,2e-06,dense,5.4e-05,dense,0.000358,dense,0.22661,dense,0.004401,dense,0.000652
40,dense,dense,,dense,1.1e-05,dense,0.154187,dense,0.57689,dense,0.166919,dense,0.309224,dense,0.105622
41,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
42,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
43,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
44,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
45,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
46,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
47,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
48,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
49,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
50,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
51,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
52,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
53,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
54,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
55,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
56,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
57,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
58,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
59,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
60,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
61,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
62,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
63,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
64,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
65,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
66,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
67,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
68,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
69,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
70,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
71,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
72,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
73,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
74,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
75,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
76,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
77,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
78,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
79,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
80,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
81,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
82,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
83,dense,dense,,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0,dense,0.0
84,dense,open,,dense,0.058314,dense,0.256554,dense,0.279653,dense,0.195233,dense,0.53136,dense,0.117856
85,dense_leafless,dense_leafless,,dense_leafless,0.001222,dense_leafless,0.000371,dense_leafless,7.3e-05,dense_leafless,0.000588,dense_leafless,0.000474,dense_leafless,0.000701
86,dense_leafless,dense_leafless,,dense_leafless,0.000562,dense_leafless,0.031806,dense_leafless,0.023104,dense_leafless,0.064755,dense_leafless,0.00746,dense_leafless,0.008563
87,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
88,dense_leafless,dense_leafless,,dense_leafless,6e-06,dense_leafless,1e-06,dense_leafless,0.0,dense_leafless,7e-06,dense_leafless,8e-06,dense_leafless,2.4e-05
89,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
90,dense_leafless,dense_leafless,,dense_leafless,4e-06,dense_leafless,0.0,dense_leafless,3e-06,dense_leafless,5.5e-05,dense_leafless,5.4e-05,dense_leafless,0.005984
91,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
92,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,1e-06,dense_leafless,7.4e-05,dense_leafless,0.0,dense_leafless,1e-06
93,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
94,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
95,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
96,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
97,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
98,dense_leafless,sparse_leafless,,sparse_leafless,5.6e-05,sparse_leafless,3e-06,sparse_leafless,0.001161,sparse_leafless,0.005506,sparse_leafless,0.000172,sparse_leafless,0.000152
99,dense_leafless,dense_leafless,,dense_leafless,6e-06,dense_leafless,1.4e-05,dense_leafless,0.005196,dense_leafless,3.1e-05,dense_leafless,6.9e-05,dense_leafless,0.000354
100,dense_leafless,sparse_leafless,,sparse_leafless,0.0,sparse_leafless,1e-06,sparse_leafless,7e-06,sparse_leafless,3.4e-05,sparse_leafless,7.2e-05,sparse_leafless,2.7e-05
101,dense_leafless,dense,,dense,0.008843,dense,0.000756,dense,0.513727,dense,0.215178,dense,0.246393,dense,0.413927
102,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
103,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
104,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
105,dense_leafless,dense_leafless,,dense_leafless,1.6e-05,dense_leafless,0.0,dense_leafless,6e-06,dense_leafless,5.1e-05,dense_leafless,0.00043,dense_leafless,6.8e-05
106,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
107,dense_leafless,dense_leafless,,dense_leafless,4e-06,dense_leafless,4.4e-05,dense_leafless,1.9e-05,dense_leafless,9.9e-05,dense_leafless,0.000183,dense_leafless,0.000326
108,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
109,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
110,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
111,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
112,dense_leafless,dense_leafless,,dense_leafless,1e-06,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,2e-06,dense_leafless,0.0,dense_leafless,3e-06
113,dense_leafless,dense_leafless,,dense_leafless,5e-06,dense_leafless,3e-06,dense_leafless,6.2e-05,dense_leafless,4e-06,dense_leafless,0.000106,dense_leafless,1.8e-05
114,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,1e-06,dense_leafless,0.0
115,dense_leafless,dense_leafless,,dense_leafless,1e-06,dense_leafless,1e-06,dense_leafless,7e-06,dense_leafless,0.000155,dense_leafless,4e-06,dense_leafless,1.1e-05
116,dense_leafless,dense_leafless,,dense_leafless,8e-06,dense_leafless,2e-05,dense_leafless,4e-06,dense_leafless,2.2e-05,dense_leafless,0.000137,dense_leafless,1.6e-05
117,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,3e-06,dense_leafless,2e-06,dense_leafless,1.1e-05,dense_leafless,2.7e-05,dense_leafless,2.4e-05
118,dense_leafless,dense_leafless,,dense_leafless,0.000981,dense_leafless,0.005719,dense_leafless,0.01211,dense_leafless,0.001233,dense_leafless,0.007562,dense_leafless,0.009237
119,dense_leafless,dense_leafless,,dense_leafless,3.8e-05,dense_leafless,0.000144,dense_leafless,0.001063,dense_leafless,1.5e-05,dense_leafless,9e-05,dense_leafless,0.000282
120,dense_leafless,dense_leafless,,dense_leafless,0.007721,dense_leafless,0.001799,dense_leafless,0.045418,dense_leafless,0.003859,dense_leafless,0.009629,dense_leafless,0.005376
121,dense_leafless,dense_leafless,,dense_leafless,6.3e-05,dense_leafless,0.000603,dense_leafless,0.002427,dense_leafless,0.000392,dense_leafless,0.002971,dense_leafless,0.005863
122,dense_leafless,dense_leafless,,dense_leafless,6e-06,dense_leafless,0.000104,dense_leafless,0.024084,dense_leafless,0.000528,dense_leafless,0.005155,dense_leafless,0.01294
123,dense_leafless,open_leafless,,open_leafless,0.011258,open_leafless,0.000421,open_leafless,0.023784,open_leafless,0.110441,open_leafless,0.006073,open_leafless,0.061019
124,dense_leafless,dense_leafless,,dense_leafless,1e-06,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,4e-06,dense_leafless,0.0,dense_leafless,0.0
125,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,1e-06,dense_leafless,1.1e-05,dense_leafless,1e-06
126,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
127,dense_leafless,dense_leafless,,dense_leafless,0.041146,dense_leafless,0.011711,dense_leafless,0.085708,dense_leafless,0.037011,dense_leafless,0.146087,dense_leafless,0.063265
128,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,7e-06,dense_leafless,3e-06,dense_leafless,2e-06,dense_leafless,2e-06,dense_leafless,5e-06
129,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
130,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
131,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
132,dense_leafless,dense_leafless,,dense_leafless,0.000113,dense_leafless,0.002097,dense_leafless,0.016326,dense_leafless,0.00465,dense_leafless,0.019142,dense_leafless,0.001567
133,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
134,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
135,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,6e-06,dense_leafless,0.0
136,dense_leafless,dense_leafless,,dense_leafless,2.4e-05,dense_leafless,0.003658,dense_leafless,0.001933,dense_leafless,0.003159,dense_leafless,0.0086,dense_leafless,0.001942
137,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,2e-06,dense_leafless,1.9e-05,dense_leafless,9e-06,dense_leafless,3.5e-05
138,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,1e-06,dense_leafless,0.0,dense_leafless,3e-06
139,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,1e-06,dense_leafless,1e-06
140,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
141,dense_leafless,dense_leafless,,dense_leafless,0.000177,dense_leafless,0.000322,dense_leafless,0.000273,dense_leafless,0.001074,dense_leafless,0.000744,dense_leafless,0.006803
142,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
143,dense_leafless,dense_leafless,,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0,dense_leafless,0.0
144,dense_snow,dense_snow,,sparse_snow,0.126621,dense_snow,0.024151,sparse_snow,0.219773,dense_snow,0.400204,sparse_snow,0.333165,sparse_snow,0.197686
145,dense_snow,dense_snow,,dense_snow,1e-05,dense_snow,4.2e-05,dense_snow,3.3e-05,dense_snow,0.000265,dense_snow,5.3e-05,dense_snow,0.000106
146,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0
147,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0
148,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0
149,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,1e-06,dense_snow,1e-06,dense_snow,2e-06
150,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0
151,dense_snow,dense_snow,,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0,dense_snow,0.0
152,dense_snow,dense_snow,,dense_snow,1e-06,dense_snow,1e-06,dense_snow,2.8e-05,dense_snow,1e-06,dense_snow,3.7e-05,dense_snow,8.4e-05
153,open,open,,open,2e-06,open,0.0,open,5.4e-05,open,0.001132,open,0.000524,open,0.000205
154,open,open,,open,7.4e-05,open,3.4e-05,open,0.000518,open,0.001256,open,0.004429,open,0.002725
155,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
156,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
157,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
158,open,open,,open,0.00878,open,0.058216,open,0.057222,open,0.213133,open,0.294674,open,0.128031
159,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
160,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
161,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
162,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
163,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
164,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
165,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
166,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
167,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
168,open,open,,open,0.005263,open,0.003267,open,0.1898,open,0.044315,open,0.218641,open,0.210226
169,open,open,,open,1e-06,open,1e-06,open,1.8e-05,open,5e-06,open,6e-06,open,1.8e-05
170,open,open,,open,0.000177,open,5.6e-05,open,0.001074,open,0.00305,open,0.000295,open,0.003781
171,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
172,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
173,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
174,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
175,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
176,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
177,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
178,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
179,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
180,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
181,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
182,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
183,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
184,open,sparse,,sparse,0.012238,sparse,0.000824,sparse,0.020787,sparse,0.009525,sparse,0.032882,sparse,0.033848
185,open,open,,open,0.0,open,1e-06,open,0.0,open,1.7e-05,open,1.3e-05,open,1.9e-05
186,open,open,,open,0.001461,open,0.011293,open,0.018036,open,0.011521,open,0.037077,open,0.013497
187,open,open,,open,5e-06,open,0.000212,open,0.004178,open,0.010858,open,0.058318,open,0.011782
188,open,open,,open,0.376994,sparse,0.064586,open,0.072194,open,0.111125,open,0.266401,open,0.1368
189,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
190,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
191,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
192,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
193,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
194,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
195,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
196,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
197,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
198,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
199,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
200,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
201,open,open,,open,0.0,open,0.0,open,0.0,open,1e-06,open,0.0,open,0.0
202,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
203,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
204,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
205,open,open,,open,0.0,open,7e-06,open,0.0,open,2e-06,open,1e-06,open,1e-06
206,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
207,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
208,open,open,,open,0.0,open,0.0,open,0.0,open,1e-06,open,1e-05,open,0.0
209,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
210,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
211,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
212,open,sparse,,open,0.000341,open,0.002283,open,0.002321,open,0.123467,open,0.187778,open,0.108366
213,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
214,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
215,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
216,open,open,,open,0.0,open,2e-06,open,7e-06,open,1.4e-05,open,8e-06,open,7e-05
217,open,open,,open,0.001296,open,7.8e-05,open,6.4e-05,open,0.000335,open,0.003931,open,0.000233
218,open,open,,open,1e-06,open,1e-05,open,7e-06,open,1e-05,open,1e-05,open,1.5e-05
219,open,open,,open,2.8e-05,open,1e-06,open,1e-06,open,0.000255,open,0.000353,open,0.00118
220,open,open,,open,0.0,open,0.0,open,1e-06,open,1.6e-05,open,0.0,open,1.5e-05
221,open,sparse,,sparse,3e-06,sparse,1e-05,sparse,3.1e-05,sparse,0.001305,sparse,0.00015,sparse,0.000231
222,open,sparse,,sparse,3.2e-05,sparse,1e-06,sparse,0.0,sparse,4.8e-05,sparse,1.3e-05,sparse,2e-06
223,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06,open,1e-06
