flight,frame,class_id,species,txt_x1,txt_y1,txt_x2,txt_y2,txt_h,txt_w
17,25627,12,Cervus elaphus (Red deer),537,692,570,726,34,32
17,25647,5,Cervus elaphus (Red deer),554,736,600,780,43,45
17,25647,12,Cervus elaphus (Red deer),533,621,574,668,47,41
17,25647,1,Cervus elaphus (Red deer),490,770,540,813,42,49
17,25647,5,Cervus elaphus (Red deer),581,780,629,824,43,47
17,25667,5,Cervus elaphus (Red deer),551,670,599,713,43,47
17,25667,1,Cervus elaphus (Red deer),488,702,540,747,44,51
17,25667,12,Cervus elaphus (Red deer),526,550,574,606,55,48
17,25667,5,Cervus elaphus (Red deer),580,713,627,756,42,47
17,25679,12,Cervus elaphus (Red deer),524,510,572,564,54,47
17,25679,12,Cervus elaphus (Red deer),487,662,539,706,43,51
17,25679,12,Cervus elaphus (Red deer),551,630,596,671,41,45
17,25679,12,Cervus elaphus (Red deer),576,672,627,716,44,50
17,25687,5,Cervus elaphus (Red deer),550,604,596,645,41,45
17,25687,5,Cervus elaphus (Red deer),576,646,626,690,43,50
17,25687,12,Cervus elaphus (Red deer),524,484,571,538,54,47
17,25687,1,Cervus elaphus (Red deer),487,637,538,680,42,51
17,25707,5,Cervus elaphus (Red deer),549,541,596,583,42,46
17,25707,12,Cervus elaphus (Red deer),523,421,571,476,54,48
17,25707,5,Cervus elaphus (Red deer),575,584,624,628,43,49
17,25707,1,Cervus elaphus (Red deer),486,574,536,617,43,50
17,25747,12,Cervus elaphus (Red deer),521,294,568,347,53,46
17,25747,1,Cervus elaphus (Red deer),484,449,533,492,42,49
17,25747,5,Cervus elaphus (Red deer),574,458,623,502,43,48
17,25747,5,Cervus elaphus (Red deer),547,415,593,458,42,46
17,25767,12,Cervus elaphus (Red deer),519,237,566,289,51,46
17,25767,5,Cervus elaphus (Red deer),419,882,472,926,43,53
17,25767,5,Cervus elaphus (Red deer),545,359,592,401,42,46
17,25767,1,Cervus elaphus (Red deer),483,394,532,437,42,49
17,25767,5,Cervus elaphus (Red deer),573,402,621,446,43,48
17,25787,12,Cervus elaphus (Red deer),518,183,566,235,51,47
17,25787,5,Cervus elaphus (Red deer),415,829,471,877,48,55
17,25787,5,Cervus elaphus (Red deer),544,306,590,348,42,46
17,25787,5,Cervus elaphus (Red deer),571,348,621,394,45,49
17,25787,1,Cervus elaphus (Red deer),481,341,531,385,43,50
17,25807,12,Cervus elaphus (Red deer),517,165,565,218,53,48
17,25807,5,Cervus elaphus (Red deer),414,812,468,860,47,54
17,25807,1,Cervus elaphus (Red deer),478,322,529,367,44,50
17,25807,5,Cervus elaphus (Red deer),543,288,589,331,42,46
17,25807,5,Cervus elaphus (Red deer),570,332,620,376,44,50
17,25827,5,Cervus elaphus (Red deer),414,799,469,847,48,54
17,25827,12,Cervus elaphus (Red deer),517,152,564,204,52,47
17,25827,5,Cervus elaphus (Red deer),570,319,620,363,44,50
17,25827,5,Cervus elaphus (Red deer),543,275,589,317,42,45
17,25827,1,Cervus elaphus (Red deer),479,310,529,353,43,50
17,25857,5,Cervus elaphus (Red deer),414,766,469,814,48,54
17,25857,5,Cervus elaphus (Red deer),543,242,589,284,41,45
17,25857,12,Cervus elaphus (Red deer),518,119,564,171,52,46
17,25857,5,Cervus elaphus (Red deer),570,285,620,330,45,49
17,25857,1,Cervus elaphus (Red deer),479,277,530,322,45,51
17,25877,5,Cervus elaphus (Red deer),542,208,589,250,42,46
17,25877,5,Cervus elaphus (Red deer),415,734,469,782,48,54
17,25877,1,Cervus elaphus (Red deer),478,243,529,288,44,51
17,25877,5,Cervus elaphus (Red deer),570,252,620,297,45,50
17,25897,5,Cervus elaphus (Red deer),542,166,589,209,42,46
17,25897,5,Cervus elaphus (Red deer),413,692,468,741,49,54
17,25897,5,Cervus elaphus (Red deer),570,210,618,254,43,48
17,25897,1,Cervus elaphus (Red deer),478,202,528,246,44,50
17,25917,5,Cervus elaphus (Red deer),541,118,588,162,43,46
17,25917,5,Cervus elaphus (Red deer),411,646,468,694,48,56
17,25917,5,Cervus elaphus (Red deer),569,163,619,208,45,50
17,25917,1,Cervus elaphus (Red deer),476,153,529,199,46,53
17,25927,5,Cervus elaphus (Red deer),410,622,468,671,49,57
17,25927,5,Cervus elaphus (Red deer),568,139,619,185,45,51
17,25927,1,Cervus elaphus (Red deer),475,130,529,176,45,53
17,25947,5,Cervus elaphus (Red deer),409,574,466,622,48,56
17,25977,5,Cervus elaphus (Red deer),408,500,465,549,49,57
17,26007,5,Cervus elaphus (Red deer),407,417,464,466,48,56
17,26037,5,Cervus elaphus (Red deer),404,337,461,386,48,57
17,26067,5,Cervus elaphus (Red deer),404,245,460,294,48,56
17,26087,5,Cervus elaphus (Red deer),403,176,459,226,49,56
17,26109,5,Cervus elaphus (Red deer),404,105,458,148,43,54
17,26439,5,Cervus elaphus (Red deer),775,101,827,146,45,52
17,26439,5,Cervus elaphus (Red deer),0,856,21,902,45,21
17,26439,5,Cervus elaphus (Red deer),37,133,88,183,49,51
17,26469,5,Cervus elaphus (Red deer),760,141,812,187,46,51
17,26469,5,Cervus elaphus (Red deer),18,176,75,226,50,57
17,26499,5,Cervus elaphus (Red deer),749,202,802,249,47,52
17,26499,5,Cervus elaphus (Red deer),10,237,66,288,51,55
17,26519,5,Cervus elaphus (Red deer),744,252,797,299,47,53
17,26539,5,Cervus elaphus (Red deer),739,314,793,361,47,53
17,26559,5,Cervus elaphus (Red deer),735,386,787,433,47,52
17,26579,5,Cervus elaphus (Red deer),732,454,786,501,47,54
17,26599,5,Cervus elaphus (Red deer),730,518,784,565,47,54
17,26609,5,Cervus elaphus (Red deer),729,557,783,604,47,54
17,26619,5,Cervus elaphus (Red deer),728,595,782,644,48,54
17,26619,5,Cervus elaphus (Red deer),894,113,949,158,45,54
17,26619,1,Cervus elaphus (Red deer),804,107,853,147,40,48
17,26629,5,Cervus elaphus (Red deer),728,633,783,681,48,55
17,26629,5,Cervus elaphus (Red deer),894,147,949,195,47,55
17,26629,5,Cervus elaphus (Red deer),869,107,918,150,43,49
17,26629,1,Cervus elaphus (Red deer),803,138,855,184,45,52
17,26639,1,Cervus elaphus (Red deer),802,253,854,297,44,51
17,26639,5,Cervus elaphus (Red deer),728,745,784,793,47,56
17,26639,5,Cervus elaphus (Red deer),867,219,918,263,44,50
17,26639,5,Cervus elaphus (Red deer),894,263,946,307,44,51
17,26659,5,Cervus elaphus (Red deer),728,810,783,858,47,55
17,26659,5,Cervus elaphus (Red deer),867,285,917,329,44,49
17,26659,5,Cervus elaphus (Red deer),894,328,947,374,45,52
17,26659,11,Cervus elaphus (Red deer),844,162,894,215,52,50
17,26659,1,Cervus elaphus (Red deer),802,320,853,363,43,50
17,26679,11,Cervus elaphus (Red deer),845,227,893,280,52,48
17,26679,5,Cervus elaphus (Red deer),867,350,917,395,45,50
17,26679,5,Cervus elaphus (Red deer),729,874,783,919,44,54
17,26679,5,Cervus elaphus (Red deer),894,393,947,439,45,52
17,26679,1,Cervus elaphus (Red deer),801,384,852,428,44,50
17,26679,1,Cervus elaphus (Red deer),1001,225,1024,278,53,22
17,26681,11,Cervus elaphus (Red deer),844,234,892,286,51,47
17,26681,11,Cervus elaphus (Red deer),867,357,916,401,44,49
17,26681,11,Cervus elaphus (Red deer),802,390,853,435,44,50
17,26681,11,Cervus elaphus (Red deer),893,399,946,446,46,53
17,26681,11,Cervus elaphus (Red deer),732,882,779,923,40,47
17,26689,11,Cervus elaphus (Red deer),844,263,894,315,52,49
17,26689,5,Cervus elaphus (Red deer),894,429,945,474,44,51
17,26689,5,Cervus elaphus (Red deer),867,386,917,430,43,50
17,26689,1,Cervus elaphus (Red deer),801,419,852,464,44,51
17,26709,11,Cervus elaphus (Red deer),844,327,894,380,52,49
17,26709,5,Cervus elaphus (Red deer),894,493,945,538,44,51
17,26709,1,Cervus elaphus (Red deer),800,482,852,528,45,52
17,26709,5,Cervus elaphus (Red deer),866,450,917,494,44,50
17,26729,11,Cervus elaphus (Red deer),844,391,893,444,53,49
17,26729,5,Cervus elaphus (Red deer),893,556,946,601,44,52
17,26729,5,Cervus elaphus (Red deer),867,513,917,558,44,50
17,26729,1,Cervus elaphus (Red deer),802,547,852,591,44,50
17,26749,11,Cervus elaphus (Red deer),845,458,893,511,53,48
17,26749,5,Cervus elaphus (Red deer),894,623,945,667,44,51
17,26749,1,Cervus elaphus (Red deer),801,612,852,656,43,50
17,26749,5,Cervus elaphus (Red deer),867,579,917,624,45,50
17,26769,11,Cervus elaphus (Red deer),845,520,894,574,53,49
17,26769,5,Cervus elaphus (Red deer),894,684,945,729,44,51
17,26769,1,Cervus elaphus (Red deer),802,674,852,718,43,50
17,26769,5,Cervus elaphus (Red deer),867,641,917,685,43,49
17,26789,5,Cervus elaphus (Red deer),894,755,947,800,45,53
17,26789,11,Cervus elaphus (Red deer),845,593,895,646,53,50
17,26789,1,Cervus elaphus (Red deer),803,746,854,790,44,51
17,26789,5,Cervus elaphus (Red deer),868,713,918,757,44,49
17,26809,5,Cervus elaphus (Red deer),895,828,947,872,44,52
17,26809,1,Cervus elaphus (Red deer),805,817,856,860,43,50
17,26809,11,Cervus elaphus (Red deer),847,666,897,720,54,50
17,26829,5,Cervus elaphus (Red deer),871,850,921,895,45,50
17,26829,11,Cervus elaphus (Red deer),855,743,894,784,41,38
17,27185,5,Cervus elaphus (Red deer),263,892,312,931,39,48
17,27205,5,Cervus elaphus (Red deer),259,822,305,867,44,45
17,27205,1,Cervus elaphus (Red deer),194,855,246,899,43,52
17,27205,5,Cervus elaphus (Red deer),287,868,332,908,40,45
17,27205,11,Cervus elaphus (Red deer),234,708,280,759,51,45
17,27225,5,Cervus elaphus (Red deer),279,797,325,839,42,46
17,27225,5,Cervus elaphus (Red deer),253,753,298,796,43,45
17,27225,11,Cervus elaphus (Red deer),228,634,277,687,52,48
17,27225,1,Cervus elaphus (Red deer),189,786,241,829,43,51
17,27245,5,Cervus elaphus (Red deer),249,676,293,718,41,43
17,27245,5,Cervus elaphus (Red deer),276,720,321,762,41,45
17,27245,11,Cervus elaphus (Red deer),224,556,272,610,53,48
17,27245,1,Cervus elaphus (Red deer),184,709,235,752,43,51
17,27265,5,Cervus elaphus (Red deer),273,650,318,692,41,44
17,27265,11,Cervus elaphus (Red deer),219,485,269,542,56,49
17,27265,5,Cervus elaphus (Red deer),246,606,292,650,44,46
17,27265,1,Cervus elaphus (Red deer),181,639,232,684,44,51
17,27285,5,Cervus elaphus (Red deer),269,582,317,625,42,48
17,27285,11,Cervus elaphus (Red deer),216,417,267,473,55,51
17,27285,5,Cervus elaphus (Red deer),243,538,289,581,43,46
17,27285,1,Cervus elaphus (Red deer),178,571,231,615,44,52
17,27305,11,Cervus elaphus (Red deer),216,347,265,403,55,49
17,27305,5,Cervus elaphus (Red deer),268,514,315,556,42,46
17,27305,5,Cervus elaphus (Red deer),241,471,287,513,42,46
17,27305,1,Cervus elaphus (Red deer),177,503,228,547,43,51
17,27325,5,Cervus elaphus (Red deer),239,403,286,447,44,46
17,27325,11,Cervus elaphus (Red deer),215,281,261,336,54,45
17,27325,5,Cervus elaphus (Red deer),267,447,315,491,43,47
17,27325,1,Cervus elaphus (Red deer),176,437,227,481,43,50
17,27335,5,Cervus elaphus (Red deer),239,371,284,413,42,44
17,27335,11,Cervus elaphus (Red deer),214,249,258,301,51,44
17,27335,5,Cervus elaphus (Red deer),266,415,314,458,43,47
17,27335,1,Cervus elaphus (Red deer),174,403,226,448,45,51
17,27355,5,Cervus elaphus (Red deer),103,823,160,872,48,57
17,27355,11,Cervus elaphus (Red deer),213,178,258,230,52,44
17,27355,5,Cervus elaphus (Red deer),238,299,283,342,42,44
17,27355,1,Cervus elaphus (Red deer),172,333,224,377,44,51
17,27355,5,Cervus elaphus (Red deer),265,344,313,388,44,48
17,27375,5,Cervus elaphus (Red deer),102,758,159,807,49,57
17,27375,5,Cervus elaphus (Red deer),237,234,281,275,41,44
17,27375,5,Cervus elaphus (Red deer),264,278,312,322,44,47
17,27375,1,Cervus elaphus (Red deer),172,267,223,311,44,50
17,27375,11,Cervus elaphus (Red deer),212,114,256,163,49,44
17,27385,5,Cervus elaphus (Red deer),101,721,159,770,49,58
17,27385,5,Cervus elaphus (Red deer),237,195,281,237,41,43
17,27385,5,Cervus elaphus (Red deer),263,240,311,285,45,48
17,27385,1,Cervus elaphus (Red deer),170,229,224,275,46,53
17,27405,5,Cervus elaphus (Red deer),100,643,158,693,49,58
17,27405,5,Cervus elaphus (Red deer),263,161,310,204,43,46
17,27405,1,Cervus elaphus (Red deer),171,150,223,196,45,52
17,27415,5,Cervus elaphus (Red deer),99,605,159,656,50,59
17,27415,5,Cervus elaphus (Red deer),263,124,310,166,42,47
17,27415,1,Cervus elaphus (Red deer),172,116,220,159,42,48
17,27425,5,Cervus elaphus (Red deer),98,563,158,613,50,59
17,27455,5,Cervus elaphus (Red deer),97,441,156,491,50,58
17,27475,5,Cervus elaphus (Red deer),97,364,155,414,50,58
17,27495,5,Cervus elaphus (Red deer),94,282,154,334,52,59
17,27515,5,Cervus elaphus (Red deer),94,189,152,239,49,58
17,27535,5,Cervus elaphus (Red deer),93,99,152,147,48,59
18,2843,6,Cervus elaphus (Red deer),423,114,455,157,42,32
18,2848,6,Cervus elaphus (Red deer),418,129,456,181,52,37
18,2852,6,Cervus elaphus (Red deer),419,148,453,197,48,33
18,2951,6,Cervus elaphus (Red deer),242,501,281,538,36,39
18,7395,6,Cervus elaphus (Red deer),171,827,213,884,57,42
18,7444,6,Cervus elaphus (Red deer),368,263,403,303,40,34
18,7449,6,Cervus elaphus (Red deer),168,769,215,816,46,47
18,7450,6,Cervus elaphus (Red deer),171,766,213,811,44,42
18,7455,6,Cervus elaphus (Red deer),171,748,213,793,44,41
18,7457,6,Cervus elaphus (Red deer),168,735,215,780,45,46
18,7465,6,Cervus elaphus (Red deer),169,702,214,749,46,45
18,7474,6,Cervus elaphus (Red deer),167,668,214,716,47,46
18,7475,6,Cervus elaphus (Red deer),167,663,215,712,48,47
18,7480,6,Cervus elaphus (Red deer),350,107,414,157,50,63
18,7480,6,Cervus elaphus (Red deer),167,644,213,689,44,46
18,7485,6,Cervus elaphus (Red deer),150,555,200,622,66,49
20,5618,6,Cervus elaphus (Red deer),288,353,321,392,38,32
20,5623,6,Cervus elaphus (Red deer),428,304,468,365,60,39
20,5623,2,Cervus elaphus (Red deer),289,373,322,411,38,32
20,5632,6,Cervus elaphus (Red deer),429,351,467,399,48,38
20,5634,6,Cervus elaphus (Red deer),428,357,465,407,49,36
20,5646,6,Cervus elaphus (Red deer),378,428,407,464,35,28
20,5703,6,Cervus elaphus (Red deer),433,616,472,661,45,39
20,5710,6,Cervus elaphus (Red deer),372,673,411,718,44,38
20,5713,6,Cervus elaphus (Red deer),427,657,465,700,43,38
20,5713,2,Cervus elaphus (Red deer),375,685,408,730,44,32
20,5723,2,Cervus elaphus (Red deer),374,721,407,772,50,33
20,5723,6,Cervus elaphus (Red deer),429,698,467,741,43,38
20,5733,6,Cervus elaphus (Red deer),615,379,657,417,37,42
20,5743,6,Cervus elaphus (Red deer),426,776,467,819,42,40
20,5743,2,Cervus elaphus (Red deer),373,800,405,843,42,32
20,5763,2,Cervus elaphus (Red deer),368,870,409,916,46,41
20,7429,6,Cervus elaphus (Red deer),158,716,193,761,44,35
21,9522,6,Cervus elaphus (Red deer),870,131,901,170,39,31
21,9532,6,Cervus elaphus (Red deer),867,177,903,222,45,36
21,9552,6,Cervus elaphus (Red deer),870,263,902,301,37,31
21,11724,6,Cervus elaphus (Red deer),416,304,457,355,50,41
21,11734,6,Cervus elaphus (Red deer),417,275,450,316,40,32
21,11744,6,Cervus elaphus (Red deer),408,228,452,280,52,44
21,11751,6,Cervus elaphus (Red deer),411,203,453,248,44,41
21,11768,6,Cervus elaphus (Red deer),415,136,445,172,36,29
21,13402,12,Cervus elaphus (Red deer),569,198,608,231,33,39
21,13407,6,Cervus elaphus (Red deer),568,220,617,255,35,48
21,13497,6,Cervus elaphus (Red deer),14,116,54,154,38,40
21,13501,6,Cervus elaphus (Red deer),13,131,55,171,40,42
21,16000,12,Cervus elaphus (Red deer),113,447,155,483,35,41
21,16063,12,Cervus elaphus (Red deer),111,197,153,235,38,42
21,16093,12,Cervus elaphus (Red deer),112,87,156,119,32,43
26,2366,43,Sus scrofa (Wild boar),585,177,628,225,48,43
26,3763,41,Sus scrofa (Wild boar),411,556,447,607,50,36
26,3773,41,Sus scrofa (Wild boar),426,569,464,618,48,37
26,3783,41,Sus scrofa (Wild boar),441,592,475,636,43,34
26,4004,43,Sus scrofa (Wild boar),644,623,683,672,48,38
26,4855,43,Sus scrofa (Wild boar),137,163,179,201,38,42
27,1472,43,Sus scrofa (Wild boar),358,126,396,162,36,38
27,1532,43,Sus scrofa (Wild boar),478,213,525,256,43,46
27,1542,43,Sus scrofa (Wild boar),497,232,536,271,38,38
27,1562,43,Sus scrofa (Wild boar),516,264,553,299,34,36
27,4982,43,Sus scrofa (Wild boar),137,185,192,245,59,54
28,1378,47,Sus scrofa (Wild boar),176,120,232,154,34,55
28,1379,47,Sus scrofa (Wild boar),180,122,236,157,35,56
28,1380,47,Sus scrofa (Wild boar),185,125,241,161,35,55
28,1381,47,Sus scrofa (Wild boar),186,125,242,161,36,55
28,1382,47,Sus scrofa (Wild boar),189,127,245,163,36,55
28,1383,47,Sus scrofa (Wild boar),189,128,245,164,35,55
28,1384,47,Sus scrofa (Wild boar),191,129,247,165,35,55
28,1385,47,Sus scrofa (Wild boar),191,130,246,165,35,54
28,1386,47,Sus scrofa (Wild boar),194,132,248,167,35,54
28,1387,47,Sus scrofa (Wild boar),196,134,250,168,34,53
28,1388,47,Sus scrofa (Wild boar),196,136,249,169,33,52
28,1389,47,Sus scrofa (Wild boar),199,136,252,170,33,52
28,1390,47,Sus scrofa (Wild boar),205,141,248,170,29,43
28,1391,47,Sus scrofa (Wild boar),202,140,255,174,33,52
28,1392,47,Sus scrofa (Wild boar),203,142,256,175,33,52
28,1393,47,Sus scrofa (Wild boar),206,144,260,178,33,54
28,1394,47,Sus scrofa (Wild boar),206,144,261,178,33,55
28,1395,47,Sus scrofa (Wild boar),205,146,261,180,33,55
28,1396,47,Sus scrofa (Wild boar),206,151,261,184,33,55
28,1397,47,Sus scrofa (Wild boar),209,149,265,182,32,55
28,1398,47,Sus scrofa (Wild boar),211,151,267,185,33,56
28,1399,47,Sus scrofa (Wild boar),211,152,267,185,33,56
28,1400,47,Sus scrofa (Wild boar),215,153,272,187,33,56
28,1401,47,Sus scrofa (Wild boar),216,152,273,185,33,56
28,1402,47,Sus scrofa (Wild boar),217,153,274,186,33,56
28,1403,47,Sus scrofa (Wild boar),219,156,275,189,32,56
28,1404,47,Sus scrofa (Wild boar),224,158,279,191,32,54
28,1405,47,Sus scrofa (Wild boar),222,161,277,193,32,54
28,1406,47,Sus scrofa (Wild boar),226,164,280,197,32,53
28,1407,47,Sus scrofa (Wild boar),229,166,281,198,32,52
28,1408,47,Sus scrofa (Wild boar),229,164,280,197,32,51
28,1409,47,Sus scrofa (Wild boar),232,167,282,200,32,49
28,1410,47,Sus scrofa (Wild boar),232,173,284,205,32,52
28,1411,47,Sus scrofa (Wild boar),228,168,282,201,32,53
28,1412,47,Sus scrofa (Wild boar),232,171,285,203,32,53
28,1413,47,Sus scrofa (Wild boar),235,171,288,205,33,53
28,1414,47,Sus scrofa (Wild boar),239,172,292,205,33,53
28,1415,47,Sus scrofa (Wild boar),242,171,296,205,33,54
28,1416,47,Sus scrofa (Wild boar),246,180,288,210,29,42
28,1417,47,Sus scrofa (Wild boar),246,178,301,213,34,55
28,1418,47,Sus scrofa (Wild boar),242,178,292,214,35,50
28,1419,47,Sus scrofa (Wild boar),242,177,298,211,34,55
28,1420,47,Sus scrofa (Wild boar),242,189,298,223,33,55
28,1421,47,Sus scrofa (Wild boar),251,188,295,217,28,43
28,1422,47,Sus scrofa (Wild boar),248,176,302,215,39,53
28,1423,47,Sus scrofa (Wild boar),244,178,298,212,34,53
28,1424,47,Sus scrofa (Wild boar),243,190,295,225,35,52
28,1425,47,Sus scrofa (Wild boar),246,191,297,226,35,51
28,1426,47,Sus scrofa (Wild boar),251,188,302,225,37,51
28,1427,47,Sus scrofa (Wild boar),253,186,304,223,36,51
28,1428,47,Sus scrofa (Wild boar),258,191,303,226,35,44
28,1429,47,Sus scrofa (Wild boar),261,193,305,230,37,43
28,1430,47,Sus scrofa (Wild boar),270,201,309,231,29,39
28,1431,47,Sus scrofa (Wild boar),270,202,312,230,27,42
28,1432,47,Sus scrofa (Wild boar),263,201,314,237,36,51
28,1433,47,Sus scrofa (Wild boar),269,199,319,237,37,50
28,1434,47,Sus scrofa (Wild boar),266,201,316,236,34,50
28,1435,47,Sus scrofa (Wild boar),268,198,316,238,39,48
28,1436,47,Sus scrofa (Wild boar),270,202,318,242,40,47
28,1437,47,Sus scrofa (Wild boar),275,208,318,247,38,43
